777,0,4,0,0,0,4,4,5,5,0,0,0,0,5,0,0,3,4,5,3,4,5,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0
792,4,4,4,4,5,5,4,4,3,0,0,0,5,5,0,0,5,5,4,2,5,5,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0
799,4,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
805,4,5,5,4,5,4,0,5,5,0,4,4,4,0,0,4,0,4,4,2,4,4,3,2,4,3,5,0,0,0,0,0,0,0,0,0,0
831,5,3,5,5,5,5,5,5,5,5,3,5,3,4,4,2,5,3,2,1,1,5,5,5,3,5,2,0,0,0,0,0,0,0,0,0,0
904,3,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0
908,4,3,4,4,2,0,0,3,0,0,5,4,5,5,5,0,0,0,5,2,0,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0
913,3,0,0,4,5,5,0,0,5,0,0,4,0,3,0,0,0,0,0,4,0,4,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0
938,0,0,2,0,5,5,0,0,5,0,0,0,0,0,0,0,3,5,4,4,4,4,4,3,4,5,5,0,0,0,0,0,0,0,0,0,0
952,5,0,0,4,0,4,0,0,5,0,0,5,2,0,0,0,0,0,0,0,0,5,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0
953,0,0,4,4,4,3,4,5,0,5,0,0,5,5,5,0,0,0,4,0,0,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
971,0,0,0,4,5,5,0,0,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0
1179,3,0,5,4,0,4,0,4,0,0,0,0,0,5,0,0,0,0,4,1,0,0,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0
1705,4,5,3,5,5,1,1,1,5,5,3,4,5,5,5,5,4,2,2,1,3,1,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
1831,3,0,5,5,0,0,0,3,5,4,0,0,0,0,4,0,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
1913,4,0,0,5,5,5,0,0,4,0,0,3,0,0,0,0,0,0,0,2,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
